book_id,title,author,author_death_year,author_death_year_disputed,publication_year,source,source_url,language,notes
strange-fruit__smith-lillian__1944,Strange Fruit,"Smith, Lillian",,false,1944,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #1 of 1944; renewal_determination: renewal FOUND in Stanford CRD (id R512960, renewed 1971, class E)"
forever-amber__winsor-kathleen__1944,Forever Amber,"Winsor, Kathleen",,false,1944,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #4 of 1944; renewal_determination: renewal FOUND in Stanford CRD (id R516062, renewed 1971, class A)"
the-razor-s-edge__maugham-w-somerset__1944,The Razor's Edge,"Maugham, W. Somerset",,false,1944,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #5 of 1944; renewal_determination: renewal FOUND in Stanford CRD (id R505421, renewed 1971, class C)"
the-green-years__cronin-a-j__1944,The Green Years,"Cronin, A. J.",,false,1944,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,significance=PW bestseller #6 of 1944; renewal_determination: no renewal found in Stanford CRD (author renews other works there)
the-black-rose__costain-thomas-b__1945,The Black Rose,"Costain, Thomas B.",,false,1945,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #3 of 1945; renewal_determination: renewal FOUND in Stanford CRD (id R535862, renewed 1972, class W)"
the-white-tower__ullman-james-ramsey__1945,The White Tower,"Ullman, James Ramsey",,false,1945,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #4 of 1945; renewal_determination: renewal FOUND in Stanford CRD (id R553407, renewed 1973, class W)"
cass-timberlane__lewis-sinclair__1945,Cass Timberlane,"Lewis, Sinclair",,false,1945,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #5 of 1945; renewal_determination: renewal FOUND in Stanford CRD (id R550603, renewed 1973, class C)"
a-lion-is-in-the-streets__langley-adria-locke__1945,A Lion Is in the Streets,"Langley, Adria Locke",,false,1945,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #6 of 1945; renewal_determination: renewal FOUND in Stanford CRD (id R536861, renewed 1972, class A)"
the-king-s-general__maurier-daphne-du__1946,The King's General,"Maurier, Daphne du",,false,1946,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #1 of 1946; renewal_determination: renewal FOUND in Stanford CRD (id RE117675, renewed 1982, class A)"
this-side-of-innocence__caldwell-taylor__1946,This Side of Innocence,"Caldwell, Taylor",,false,1946,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #2 of 1946; renewal_determination: UNCERTAIN: possible renewal for this author needs manual check (closest CRD id R438423, 'Say, is this the U.S.A?', renewed 1968)"
the-river-road__keyes-frances-parkinson__1946,The River Road,"Keyes, Frances Parkinson",,false,1946,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,"significance=PW bestseller #3 of 1946; renewal_determination: renewal FOUND in Stanford CRD (id R541616, renewed 1972, class E)"
the-miracle-of-the-bells__janney-russell__1946,The Miracle of the Bells,"Janney, Russell",,false,1946,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,significance=PW bestseller #4 of 1946; renewal_determination: no renewal found in Stanford CRD (author renews other works there)
the-hucksters__sr-frederic-wakeman__1946,The Hucksters,"Sr., Frederic Wakeman,",,false,1946,publishers-weekly-bestsellers,https://en.wikipedia.org/wiki/Publishers_Weekly_list_of_bestselling_novels_in_the_United_States_in_the_1940s,en,significance=PW bestseller #5 of 1946; renewal_determination: UNCERTAIN: author not found in Stanford CRD (cannot confirm a match either way)
